Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0048519	negative regulation of biological process	235	0.02077107	1	0.9227658	2.22639	2.694946	6	0.3368683	0.75	72	0.00409615	1	0.5939417	2.717018	2.944404	8	3320	0.5	0.002409639	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr3:4026008-6026008,chr5:157792819-159792819,chr6:30154493-32154493	ADRA1B,ATXN2,BHLHE40,FLT3,IL12B,POU5F1,RCOR1,TRAF3
GO Biological Process	GO:0042752	regulation of circadian rhythm	236	0.02089577	1	0.9243722	47.41735	0.02108933	1	0.002636166	0.125	312	0.02974325	1	0.9952549	33.1636	0.03015354	1	34	0.0625	0.02941176	chr3:4026008-6026008	BHLHE40
GO Biological Process	GO:0032660	regulation of interleukin-17 production	237	0.02108924	1	0.9289944	46.97829	0.02128643	1	0.002660804	0.125	215	0.01585128	1	0.7697087	62.64236	0.01596364	1	18	0.0625	0.05555556	chr5:157792819-159792819	IL12B
GO Biological Process	GO:1901213	regulation of transcription from RNA polymerase II promoter involved in heart development	238	0.02126255	1	0.9326934	46.59179	0.02146301	1	0.002682876	0.125	155	0.01059388	1	0.7135491	93.96354	0.01064243	1	12	0.0625	0.08333333	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0045577	regulation of B cell differentiation	239	0.02127825	1	0.9294767	46.55707	0.02147901	1	0.002684877	0.125	226	0.01759792	1	0.8129305	56.37812	0.01773738	1	20	0.0625	0.05	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0030101	natural killer cell activation	240	0.0212799	1	0.9256757	46.55345	0.02148069	1	0.002685086	0.125	298	0.02801687	1	0.9815306	35.23633	0.0283798	1	32	0.0625	0.03125	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0044003	modification by symbiont of host morphology or physiology	241	0.0213299	1	0.9240006	8.541053	0.2341632	2	0.0292704	0.25	367	0.03902707	1	1	6.316877	0.3166122	2	357	0.125	0.005602241	chr14:102230758-104230758,chr6:30154493-32154493	HLA-C,RCOR1
GO Biological Process	GO:0046640	regulation of alpha-beta T cell proliferation	242	0.02159017	1	0.9314106	45.87809	0.0217969	1	0.002724612	0.125	226	0.01759792	1	0.8129305	56.37812	0.01773738	1	20	0.0625	0.05	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0043367	CD4-positive, alpha-beta T cell differentiation	243	0.02160144	1	0.9280619	45.85391	0.02180839	1	0.002726049	0.125	240	0.01934165	1	0.8413618	51.25284	0.01951111	1	22	0.0625	0.04545455	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0051239	regulation of multicellular organismal process	244	0.02186061	1	0.9353474	2.634132	1.898158	5	0.2372698	0.625	25	0.0008898591	1	0.3716052	3.98231	1.757774	7	1982	0.4375	0.003531786	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	ADRA1B,ATXN2,FLT3,IL12B,POU5F1,RCOR1,TRAF3
GO Biological Process	GO:0042993	positive regulation of transcription factor import into nucleus	245	0.02230762	1	0.9505778	44.38838	0.02252842	1	0.002816052	0.125	328	0.03232744	1	1	30.47466	0.03281415	1	37	0.0625	0.02702703	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0002320	lymphoid progenitor cell differentiation	246	0.02256512	1	0.9576417	43.87681	0.02279108	1	0.002848885	0.125	155	0.01059388	1	0.7135491	93.96354	0.01064243	1	12	0.0625	0.08333333	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0001976	neurological system process involved in regulation of systemic arterial blood pressure	247	0.02261793	1	0.9559967	43.77334	0.02284495	1	0.002855619	0.125	206	0.01497687	1	0.759022	66.32721	0.01507677	1	17	0.0625	0.05882353	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0035710	CD4-positive, alpha-beta T cell activation	248	0.02276749	1	0.9584379	43.48288	0.02299756	1	0.002874695	0.125	251	0.02108248	1	0.8768968	46.98177	0.02128485	1	24	0.0625	0.04166667	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	249	0.02290871	1	0.9605098	43.21212	0.02314166	1	0.002892707	0.125	256	0.02195181	1	0.8952223	45.1025	0.02217172	1	25	0.0625	0.04	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0031326	regulation of cellular biosynthetic process	250	0.02295887	1	0.9587624	2.183817	2.747483	6	0.3434354	0.75	327	0.03166882	1	1	2.114368	3.310681	7	3733	0.4375	0.001875167	chr12:110884608-112884608,chr14:102230758-104230758,chr14:67760141-69760141,chr3:4026008-6026008,chr5:157792819-159792819,chr6:30154493-32154493	ATXN2,BHLHE40,IL12B,POU5F1,RCOR1,TRAF3,ZFP36L1
GO Biological Process	GO:0002286	T cell activation involved in immune response	251	0.02300847	1	0.9570057	43.02285	0.02324346	1	0.002905433	0.125	281	0.02542188	1	0.9444997	38.88147	0.0257192	1	29	0.0625	0.03448276	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0060337	type I interferon-mediated signaling pathway	252	0.02304497	1	0.9547202	42.95401	0.02328071	1	0.002910089	0.125	409	0.05529655	1	1	17.61816	0.0567596	1	64	0.0625	0.015625	chr6:30154493-32154493	HLA-C
GO Biological Process	GO:0071357	cellular response to type I interferon	253	0.0230614	1	0.9516246	42.92308	0.02329749	1	0.002912186	0.125	410	0.05613736	1	1	17.34712	0.05764647	1	65	0.0625	0.01538462	chr6:30154493-32154493	HLA-C
GO Biological Process	GO:0045595	regulation of cell differentiation	254	0.02317764	1	0.9526558	3.255206	1.228801	4	0.1536001	0.5	213	0.01555657	1	0.762491	3.963313	1.009257	4	1138	0.25	0.003514938	chr13:27604007-29604007,chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	FLT3,IL12B,POU5F1,RCOR1
GO Biological Process	GO:0090218	positive regulation of lipid kinase activity	255	0.0232241	1	0.950822	42.61929	0.02346355	1	0.002932944	0.125	265	0.02282041	1	0.899038	43.36779	0.02305859	1	26	0.0625	0.03846154	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0034340	response to type I interferon	256	0.02333809	1	0.9517565	42.40897	0.02357992	1	0.00294749	0.125	414	0.05697747	1	1	17.08428	0.05853334	1	66	0.0625	0.01515152	chr6:30154493-32154493	HLA-C
GO Biological Process	GO:0071310	cellular response to organic substance	257	0.02362707	1	0.9597923	3.237132	1.235662	4	0.1544577	0.5	365	0.03840554	1	1	3.010848	1.328529	4	1498	0.25	0.002670227	chr13:27604007-29604007,chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	FLT3,HLA-C,IL12B,TRAF3
GO Biological Process	GO:0009889	regulation of biosynthetic process	258	0.02369307	1	0.9587428	2.170567	2.764255	6	0.3455319	0.75	334	0.03298393	1	1	2.097512	3.337287	7	3763	0.4375	0.001860218	chr12:110884608-112884608,chr14:102230758-104230758,chr14:67760141-69760141,chr3:4026008-6026008,chr5:157792819-159792819,chr6:30154493-32154493	ATXN2,BHLHE40,IL12B,POU5F1,RCOR1,TRAF3,ZFP36L1
GO Biological Process	GO:0034105	positive regulation of tissue remodeling	259	0.0237622	1	0.9578277	41.64417	0.02401297	1	0.003001621	0.125	245	0.02021243	1	0.861297	49.02446	0.02039798	1	23	0.0625	0.04347826	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	260	0.02389751	1	0.9595769	8.039563	0.2487697	2	0.03109622	0.25	379	0.04329182	1	1	5.965939	0.3352364	2	378	0.125	0.005291005	chr14:102230758-104230758,chr6:30154493-32154493	HLA-C,RCOR1
GO Biological Process	GO:0006950	response to stress	261	0.02412523	1	0.9650092	2.57393	1.942554	5	0.2428193	0.625	141	0.009236958	1	0.683928	2.664732	2.626905	7	2962	0.4375	0.002363268	chr12:110884608-112884608,chr14:102230758-104230758,chr14:67760141-69760141,chr5:157792819-159792819,chr6:30154493-32154493	HLA-C,IL12B,POU5F1,RAD51B,RCOR1,SH2B3,TRAF3
GO Biological Process	GO:0051701	interaction with host	262	0.0242572	1	0.9665846	7.975735	0.2507606	2	0.03134507	0.25	389	0.04665535	1	1	5.723668	0.3494263	2	394	0.125	0.005076142	chr14:102230758-104230758,chr6:30154493-32154493	HLA-C,RCOR1
GO Biological Process	GO:0035821	modification of morphology or physiology of other organism	263	0.0244689	1	0.971313	7.938826	0.2519264	2	0.0314908	0.25	386	0.04601733	1	1	5.767583	0.3467657	2	391	0.125	0.00511509	chr14:102230758-104230758,chr6:30154493-32154493	HLA-C,RCOR1
GO Biological Process	GO:0019222	regulation of metabolic process	264	0.02477739	1	0.9798332	1.850607	3.782543	7	0.4728179	0.875	305	0.02883456	1	0.9869928	1.841085	4.888421	9	5512	0.5625	0.001632801	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr3:4026008-6026008,chr5:157792819-159792819,chr6:30154493-32154493	ADRA1B,ATXN2,BHLHE40,FLT3,IL12B,POU5F1,RCOR1,TRAF3,ZFP36L1
GO Biological Process	GO:0032760	positive regulation of tumor necrosis factor production	265	0.02522278	1	0.9936824	39.20711	0.02550558	1	0.003188197	0.125	306	0.02888042	1	0.985332	34.16856	0.02926667	1	33	0.0625	0.03030303	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	266	0.02526881	1	0.9917533	39.13489	0.02555265	1	0.003194081	0.125	281	0.02542188	1	0.9444997	38.88147	0.0257192	1	29	0.0625	0.03448276	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0016575	histone deacetylation	267	0.02543453	1	0.9945187	38.87702	0.02572213	1	0.003215267	0.125	293	0.02715259	1	0.9674848	36.37298	0.02749293	1	31	0.0625	0.03225806	chr14:102230758-104230758	RCOR1
GO Biological Process	GO:0032653	regulation of interleukin-10 production	268	0.02548608	1	0.992816	38.79748	0.02577487	1	0.003221858	0.125	290	0.0262876	1	0.9463536	37.58542	0.02660606	1	30	0.0625	0.03333333	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0021680	cerebellar Purkinje cell layer development	269	0.02560617	1	0.9937859	38.61346	0.0258977	1	0.003237213	0.125	245	0.02021243	1	0.861297	49.02446	0.02039798	1	23	0.0625	0.04347826	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0021697	cerebellar cortex formation	270	0.02562839	1	0.9909644	38.57959	0.02592044	1	0.003240055	0.125	226	0.01759792	1	0.8129305	56.37812	0.01773738	1	20	0.0625	0.05	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0048662	negative regulation of smooth muscle cell proliferation	271	0.02619623	1	1	37.73375	0.02650147	1	0.003312684	0.125	256	0.02195181	1	0.8952223	45.1025	0.02217172	1	25	0.0625	0.04	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0006139	nucleobase-containing compound metabolic process	272	0.02648495	1	1	2.124176	2.824624	6	0.353078	0.75	286	0.02610258	1	0.9528354	2.012606	3.974946	8	4482	0.5	0.001784917	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr3:4026008-6026008,chr6:30154493-32154493	ARL8B,ATXN2,BHLHE40,POU5F1,RAD51B,RCOR1,URAD,ZFP36L1
GO Biological Process	GO:0006476	protein deacetylation	273	0.02654789	1	1	37.22807	0.02686145	1	0.003357681	0.125	316	0.03060537	1	1	32.21607	0.03104041	1	35	0.0625	0.02857143	chr14:102230758-104230758	RCOR1
GO Biological Process	GO:0035412	regulation of catenin import into nucleus	274	0.02687763	1	1	36.76592	0.0271991	1	0.003399887	0.125	240	0.01934165	1	0.8413618	51.25284	0.01951111	1	22	0.0625	0.04545455	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0006955	immune response	275	0.02691103	1	1	4.279538	0.7010102	3	0.08762627	0.375	456	0.07138779	1	1	3.047466	0.9844244	3	1110	0.1875	0.002702703	chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	HLA-C,IL12B,TRAF3
GO Biological Process	GO:0070873	regulation of glycogen metabolic process	276	0.02729733	1	1	36.19385	0.027629	1	0.003453625	0.125	298	0.02801687	1	0.9815306	35.23633	0.0283798	1	32	0.0625	0.03125	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0051249	regulation of lymphocyte activation	277	0.02731092	1	1	7.485603	0.2671796	2	0.03339744	0.25	311	0.02959715	1	0.9935506	7.345684	0.2722687	2	307	0.125	0.006514658	chr13:27604007-29604007,chr5:157792819-159792819	FLT3,IL12B
GO Biological Process	GO:0032735	positive regulation of interleukin-12 production	278	0.02744567	1	1	35.99584	0.02778099	1	0.003472623	0.125	251	0.02108248	1	0.8768968	46.98177	0.02128485	1	24	0.0625	0.04166667	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0060850	regulation of transcription involved in cell fate commitment	279	0.02747461	1	1	35.95745	0.02781065	1	0.003476331	0.125	174	0.01234927	1	0.7409562	80.54018	0.01241616	1	14	0.0625	0.07142857	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0010460	positive regulation of heart rate	280	0.02767382	1	1	35.69543	0.02801479	1	0.003501848	0.125	206	0.01497687	1	0.759022	66.32721	0.01507677	1	17	0.0625	0.05882353	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0042517	positive regulation of tyrosine phosphorylation of Stat3 protein	281	0.02773531	1	1	35.61532	0.02807781	1	0.003509726	0.125	270	0.02368829	1	0.9159472	41.76157	0.02394546	1	27	0.0625	0.03703704	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0002090	regulation of receptor internalization	282	0.0278174	1	1	35.50891	0.02816195	1	0.003520243	0.125	240	0.01934165	1	0.8413618	51.25284	0.01951111	1	22	0.0625	0.04545455	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0010608	posttranscriptional regulation of gene expression	283	0.02790221	1	1	7.400103	0.2702665	2	0.03378331	0.25	392	0.04772616	1	1	5.651942	0.3538607	2	399	0.125	0.005012531	chr12:110884608-112884608,chr14:67760141-69760141	ATXN2,ZFP36L1
GO Biological Process	GO:0006144	purine nucleobase metabolic process	284	0.02809054	1	1	35.15934	0.02844195	1	0.003555243	0.125	341	0.03404665	1	1	28.91186	0.03458788	1	39	0.0625	0.02564103	chr13:27604007-29604007	URAD
GO Biological Process	GO:0035924	cellular response to vascular endothelial growth factor stimulus	285	0.02820843	1	1	35.01054	0.02856283	1	0.003570353	0.125	251	0.02108248	1	0.8768968	46.98177	0.02128485	1	24	0.0625	0.04166667	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0002026	regulation of the force of heart contraction	286	0.02837703	1	1	34.79991	0.0287357	1	0.003591963	0.125	256	0.02195181	1	0.8952223	45.1025	0.02217172	1	25	0.0625	0.04	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0043278	response to morphine	287	0.02839143	1	1	34.78203	0.02875048	1	0.00359381	0.125	245	0.02021243	1	0.861297	49.02446	0.02039798	1	23	0.0625	0.04347826	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	288	0.02860518	1	1	34.51882	0.0289697	1	0.003621213	0.125	436	0.06367315	1	1	15.23733	0.06562829	1	74	0.0625	0.01351351	chr6:30154493-32154493	HLA-C
GO Biological Process	GO:0014072	response to isoquinoline alkaloid	289	0.02867007	1	1	34.4397	0.02903626	1	0.003629532	0.125	251	0.02108248	1	0.8768968	46.98177	0.02128485	1	24	0.0625	0.04166667	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0051223	regulation of protein transport	290	0.02867614	1	1	7.292211	0.2742652	2	0.03428315	0.25	339	0.03361671	1	1	6.854483	0.2917798	2	329	0.125	0.006079027	chr5:157792819-159792819,chr6:30154493-32154493	IL12B,POU5F1
GO Biological Process	GO:0042345	regulation of NF-kappaB import into nucleus	291	0.02870603	1	1	34.39599	0.02907315	1	0.003634144	0.125	349	0.035763	1	1	27.50152	0.03636162	1	41	0.0625	0.02439024	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0010605	negative regulation of macromolecule metabolic process	292	0.02872482	1	1	3.05789	1.308092	4	0.1635114	0.5	358	0.03695406	1	1	3.047466	1.312566	4	1480	0.25	0.002702703	chr12:110884608-112884608,chr14:102230758-104230758,chr3:4026008-6026008,chr5:157792819-159792819	ADRA1B,ATXN2,BHLHE40,RCOR1
GO Biological Process	GO:0031324	negative regulation of cellular metabolic process	293	0.02888533	1	1	3.052898	1.31023	4	0.1637788	0.5	353	0.03647772	1	1	3.059871	1.307245	4	1474	0.25	0.002713704	chr12:110884608-112884608,chr14:102230758-104230758,chr3:4026008-6026008,chr5:157792819-159792819	ADRA1B,ATXN2,BHLHE40,RCOR1
GO Biological Process	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	294	0.02904532	1	1	33.98904	0.02942125	1	0.003677656	0.125	293	0.02715259	1	0.9674848	36.37298	0.02749293	1	31	0.0625	0.03225806	chr5:157792819-159792819	IL12B
GO Biological Process	GO:2000026	regulation of multicellular organismal development	295	0.02922299	1	1	3.042509	1.314704	4	0.1643381	0.5	235	0.01839222	1	0.8170842	3.771112	1.060695	4	1196	0.25	0.003344482	chr13:27604007-29604007,chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	FLT3,IL12B,POU5F1,RCOR1
GO Biological Process	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	296	0.0293867	1	1	33.58905	0.0297716	1	0.00372145	0.125	390	0.04684974	1	1	20.88079	0.04789092	1	54	0.0625	0.01851852	chr14:67760141-69760141	ZFP36L1
GO Biological Process	GO:0042659	regulation of cell fate specification	297	0.02942667	1	1	33.54282	0.02981264	1	0.003726579	0.125	215	0.01585128	1	0.7697087	62.64236	0.01596364	1	18	0.0625	0.05555556	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0045620	negative regulation of lymphocyte differentiation	298	0.0294674	1	1	33.49585	0.02985444	1	0.003731805	0.125	298	0.02801687	1	0.9815306	35.23633	0.0283798	1	32	0.0625	0.03125	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0050869	negative regulation of B cell activation	299	0.0296259	1	1	33.31428	0.03001716	1	0.003752145	0.125	270	0.02368829	1	0.9159472	41.76157	0.02394546	1	27	0.0625	0.03703704	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	300	0.02979772	1	1	33.11964	0.03019357	1	0.003774196	0.125	449	0.06700425	1	1	14.45593	0.06917577	1	78	0.0625	0.01282051	chr6:30154493-32154493	HLA-C
GO Biological Process	GO:0001759	organ induction	301	0.02997691	1	1	32.91901	0.03037759	1	0.003797198	0.125	226	0.01759792	1	0.8129305	56.37812	0.01773738	1	20	0.0625	0.05	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0032881	regulation of polysaccharide metabolic process	302	0.03006998	1	1	32.81575	0.03047317	1	0.003809146	0.125	323	0.03146677	1	1	31.32118	0.03192728	1	36	0.0625	0.02777778	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0060795	cell fate commitment involved in formation of primary germ layer	303	0.03036603	1	1	32.49151	0.03077727	1	0.003847159	0.125	265	0.02282041	1	0.899038	43.36779	0.02305859	1	26	0.0625	0.03846154	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0043488	regulation of mRNA stability	304	0.03079915	1	1	32.02836	0.03122233	1	0.003902791	0.125	349	0.035763	1	1	27.50152	0.03636162	1	41	0.0625	0.02439024	chr14:67760141-69760141	ZFP36L1
GO Biological Process	GO:0042516	regulation of tyrosine phosphorylation of Stat3 protein	305	0.03098923	1	1	31.82919	0.0314177	1	0.003927212	0.125	306	0.02888042	1	0.985332	34.16856	0.02926667	1	33	0.0625	0.03030303	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0035601	protein deacylation	306	0.03144761	1	1	31.3588	0.03188897	1	0.003986122	0.125	336	0.03318741	1	1	29.6727	0.03370101	1	38	0.0625	0.02631579	chr14:102230758-104230758	RCOR1
GO Biological Process	GO:0071875	adrenergic receptor signaling pathway	307	0.03157137	1	1	31.23414	0.03201625	1	0.004002031	0.125	226	0.01759792	1	0.8129305	56.37812	0.01773738	1	20	0.0625	0.05	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0061311	cell surface receptor signaling pathway involved in heart development	308	0.03159258	1	1	31.21287	0.03203807	1	0.004004759	0.125	215	0.01585128	1	0.7697087	62.64236	0.01596364	1	18	0.0625	0.05555556	chr6:30154493-32154493	POU5F1
GO Biological Process	GO:0046483	heterocycle metabolic process	309	0.03172744	1	1	2.050574	2.926009	6	0.3657512	0.75	332	0.0325155	1	1	1.937393	4.129261	8	4656	0.5	0.001718213	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr3:4026008-6026008,chr6:30154493-32154493	ARL8B,ATXN2,BHLHE40,POU5F1,RAD51B,RCOR1,URAD,ZFP36L1
GO Biological Process	GO:0072523	purine-containing compound catabolic process	310	0.03189447	1	1	6.886409	0.2904272	2	0.03630339	0.25	408	0.05389061	1	1	5.281323	0.378693	2	427	0.125	0.004683841	chr13:27604007-29604007,chr3:4026008-6026008	ARL8B,URAD
GO Biological Process	GO:0010660	regulation of muscle cell apoptotic process	311	0.03195552	1	1	30.85333	0.03241141	1	0.004051427	0.125	290	0.0262876	1	0.9463536	37.58542	0.02660606	1	30	0.0625	0.03333333	chr5:157792819-159792819	IL12B
GO Biological Process	GO:0045823	positive regulation of heart contraction	312	0.03226701	1	1	30.55122	0.03273192	1	0.00409149	0.125	236	0.01847015	1	0.8170693	53.69345	0.01862424	1	21	0.0625	0.04761905	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0021696	cerebellar cortex morphogenesis	313	0.0322723	1	1	30.54613	0.03273737	1	0.004092171	0.125	277	0.02455545	1	0.9254834	40.27009	0.02483233	1	28	0.0625	0.03571429	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0032386	regulation of intracellular transport	314	0.03276655	1	1	6.786857	0.2946872	2	0.0368359	0.25	348	0.03570368	1	1	6.632721	0.3015354	2	340	0.125	0.005882353	chr5:157792819-159792819,chr6:30154493-32154493	IL12B,POU5F1
GO Biological Process	GO:0043487	regulation of RNA stability	315	0.0327826	1	1	30.06376	0.03326264	1	0.004157831	0.125	362	0.03833215	1	1	25.62642	0.03902223	1	44	0.0625	0.02272727	chr14:67760141-69760141	ZFP36L1
GO Biological Process	GO:0006725	cellular aromatic compound metabolic process	316	0.03287219	1	1	2.036358	2.946437	6	0.3683046	0.75	335	0.03303742	1	1	1.931998	4.14079	8	4669	0.5	0.001713429	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr3:4026008-6026008,chr6:30154493-32154493	ARL8B,ATXN2,BHLHE40,POU5F1,RAD51B,RCOR1,URAD,ZFP36L1
GO Biological Process	GO:0042220	response to cocaine	317	0.03319684	1	1	29.68308	0.03368923	1	0.004211153	0.125	298	0.02801687	1	0.9815306	35.23633	0.0283798	1	32	0.0625	0.03125	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0001817	regulation of cytokine production	318	0.03331954	1	1	6.72576	0.2973641	2	0.03717052	0.25	413	0.0561593	1	1	5.160469	0.3875617	2	437	0.125	0.004576659	chr14:102230758-104230758,chr5:157792819-159792819	IL12B,TRAF3
GO Biological Process	GO:0010907	positive regulation of glucose metabolic process	319	0.033619	1	1	29.30478	0.03412413	1	0.004265516	0.125	293	0.02715259	1	0.9674848	36.37298	0.02749293	1	31	0.0625	0.03225806	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0001975	response to amphetamine	320	0.03395257	1	1	29.01251	0.03446789	1	0.004308486	0.125	293	0.02715259	1	0.9674848	36.37298	0.02749293	1	31	0.0625	0.03225806	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0021533	cell differentiation in hindbrain	321	0.034136	1	1	28.85423	0.03465696	1	0.00433212	0.125	245	0.02021243	1	0.861297	49.02446	0.02039798	1	23	0.0625	0.04347826	chr12:110884608-112884608	ATXN2
GO Biological Process	GO:0035162	embryonic hemopoiesis	322	0.03476647	1	1	28.32294	0.03530707	1	0.004413383	0.125	256	0.02195181	1	0.8952223	45.1025	0.02217172	1	25	0.0625	0.04	chr12:110884608-112884608	SH2B3
GO Biological Process	GO:0009314	response to radiation	323	0.03479001	1	1	6.57043	0.3043941	2	0.03804926	0.25	89	0.005199783	1	0.6099521	8.27063	0.3627293	3	409	0.1875	0.007334963	chr3:4026008-6026008,chr5:157792819-159792819	ADRA1B,BHLHE40,IL12B
GO Biological Process	GO:0043604	amide biosynthetic process	324	0.0348275	1	1	28.27254	0.03537001	1	0.004421251	0.125	368	0.03918711	1	1	25.05694	0.0399091	1	45	0.0625	0.02222222	chr13:27604007-29604007	URAD
GO Biological Process	GO:0006952	defense response	325	0.0349028	1	1	3.877689	0.7736566	3	0.09670708	0.375	504	0.0912093	1	1	2.747918	1.091735	3	1231	0.1875	0.002437043	chr14:102230758-104230758,chr5:157792819-159792819,chr6:30154493-32154493	HLA-C,IL12B,TRAF3
GO Biological Process	GO:0044767	single-organism developmental process	326	0.03509039	1	1	2.010358	2.984543	6	0.3730678	0.75	71	0.004001133	1	0.5883356	2.726874	2.933762	8	3308	0.5	0.00241838	chr12:110884608-112884608,chr13:27604007-29604007,chr14:102230758-104230758,chr14:67760141-69760141,chr5:157792819-159792819,chr6:30154493-32154493	ADRA1B,ATXN2,FLT3,IL12B,POU5F1,RCOR1,SH2B3,ZFP36L1
GO Biological Process	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	327	0.03527758	1	1	27.90617	0.03583437	1	0.004479296	0.125	312	0.02974325	1	0.9952549	33.1636	0.03015354	1	34	0.0625	0.02941176	chr13:27604007-29604007	FLT3
GO Biological Process	GO:0009892	negative regulation of metabolic process	328	0.0357106	1	1	2.867684	1.394854	4	0.1743568	0.5	387	0.04644571	1	1	2.834852	1.411008	4	1591	0.25	0.002514142	chr12:110884608-112884608,chr14:102230758-104230758,chr3:4026008-6026008,chr5:157792819-159792819	ADRA1B,ATXN2,BHLHE40,RCOR1
GO Biological Process	GO:0002694	regulation of leukocyte activation	329	0.03579718	1	1	6.469594	0.3091384	2	0.0386423	0.25	360	0.03764438	1	1	6.443214	0.3104041	2	350	0.125	0.005714286	chr13:27604007-29604007,chr5:157792819-159792819	FLT3,IL12B
GO Biological Process	GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	330	0.03591883	1	1	6.457701	0.3097077	2	0.03871347	0.25	338	0.03342951	1	1	6.875381	0.290893	2	328	0.125	0.006097561	chr14:102230758-104230758,chr3:4026008-6026008	BHLHE40,TRAF3
GO Biological Process	GO:0045777	positive regulation of blood pressure	331	0.0365579	1	1	26.91331	0.03715633	1	0.004644542	0.125	312	0.02974325	1	0.9952549	33.1636	0.03015354	1	34	0.0625	0.02941176	chr5:157792819-159792819	ADRA1B
GO Biological Process	GO:0032729	positive regulation of interferon-gamma production	332	0.03670872	1	1	26.80092	0.03731216	1	0.00466402	0.125	316	0.03060537	1	1	32.21607	0.03104041	1	35	0.0625	0.02857143	chr5:157792819-159792819	IL12B
