Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0050790	regulation of catalytic activity	110	0.03662981	1	1	2.846104	1.40543	4	0.1756788	0.5	55	0.01078974	1	1	3.46609	1.442548	5	1735	0.3333333	0.002881844	chr14:93844947-95844947,chr17:63224775-65224775,chr3:171274232-173274232,chr3:185449122-187449122	APOH,KNG1,SERPINA1,SERPINA6,TNFSF10
GO Biological Process	GO:0065008	regulation of biological quality	111	0.03844155	1	1	2.303653	2.170466	5	0.2713082	0.625	81	0.02054367	1	1	2.553574	2.349648	6	2826	0.4	0.002123142	chr11:60549025-62549025,chr14:93844947-95844947,chr17:63224775-65224775,chr19:43153100-45153100,chr3:185449122-187449122	APOH,EIF4A2,KNG1,MYRF,PLAUR,SERPINA1
GO Biological Process	GO:0010596	negative regulation of endothelial cell migration	112	0.03847894	1	1	25.54752	0.03914274	1	0.004892842	0.125	91	0.02466438	1	1	40.09111	0.02494318	1	30	0.06666667	0.03333333	chr17:63224775-65224775	APOH
GO Biological Process	GO:0009247	glycolipid biosynthetic process	113	0.03860374	1	1	25.4635	0.0392719	1	0.004908988	0.125	111	0.03999023	1	1	24.54558	0.04074054	1	49	0.06666667	0.02040816	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0043065	positive regulation of apoptotic process	114	0.04080921	1	1	6.024482	0.3319787	2	0.04149734	0.25	105	0.03214314	1	1	7.013022	0.2851837	2	343	0.1333333	0.005830904	chr3:171274232-173274232,chr3:185449122-187449122	KNG1,TNFSF10
GO Biological Process	GO:0006672	ceramide metabolic process	115	0.04117755	1	1	23.84413	0.04193905	1	0.005242381	0.125	122	0.04955359	1	1	19.71694	0.05071781	1	61	0.06666667	0.01639344	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0043068	positive regulation of programmed cell death	116	0.04130184	1	1	5.98515	0.3341604	2	0.04177005	0.25	107	0.03335886	1	1	6.872762	0.2910038	2	350	0.1333333	0.005714286	chr3:171274232-173274232,chr3:185449122-187449122	KNG1,TNFSF10
GO Biological Process	GO:0002673	regulation of acute inflammatory response	117	0.04213322	1	1	23.29321	0.04293096	1	0.005366371	0.125	120	0.04876006	1	1	20.04556	0.04988637	1	60	0.06666667	0.01666667	chr1:195710916-197710916	CFH
GO Biological Process	GO:0002526	acute inflammatory response	118	0.04290332	1	1	22.86712	0.04373091	1	0.005466364	0.125	124	0.05113881	1	1	19.09101	0.05238069	1	63	0.06666667	0.01587302	chr14:93844947-95844947	SERPINA1
GO Biological Process	GO:0031123	RNA 3'-end processing	119	0.04293582	1	1	22.84947	0.04376468	1	0.005470585	0.125	165	0.07925423	1	1	12.14882	0.08231251	1	99	0.06666667	0.01010101	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0010942	positive regulation of cell death	120	0.04407046	1	1	5.776471	0.3462322	2	0.04327902	0.25	110	0.03693203	1	1	6.501261	0.3076326	2	370	0.1333333	0.005405405	chr3:171274232-173274232,chr3:185449122-187449122	KNG1,TNFSF10
GO Biological Process	GO:0010633	negative regulation of epithelial cell migration	121	0.04420505	1	1	22.18064	0.04508436	1	0.005635545	0.125	100	0.02790973	1	1	35.37451	0.02826894	1	34	0.06666667	0.02941176	chr17:63224775-65224775	APOH
GO Biological Process	GO:0032940	secretion by cell	122	0.04452558	1	1	5.744038	0.3481871	2	0.04352339	0.25	115	0.04333349	1	1	5.954125	0.3359016	2	404	0.1333333	0.004950495	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1
GO Biological Process	GO:2001235	positive regulation of apoptotic signaling pathway	123	0.04583558	1	1	21.37576	0.04678196	1	0.005847745	0.125	122	0.04955359	1	1	19.71694	0.05071781	1	61	0.06666667	0.01639344	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0034097	response to cytokine stimulus	124	0.04695905	1	1	5.578669	0.3585085	2	0.04481356	0.25	147	0.06912418	1	1	4.581841	0.4365057	2	525	0.1333333	0.003809524	chr14:93844947-95844947,chr3:185449122-187449122	EIF4A2,SERPINA1
GO Biological Process	GO:0043170	macromolecule metabolic process	125	0.04849649	1	1	1.661301	4.213565	7	0.5266956	0.875	222	0.1601703	1	1	1.418945	5.637991	8	6781	0.5333333	0.001179767	chr11:60549025-62549025,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,KNG1,MEP1B,MYRF,NCEH1,PLAUR
GO Biological Process	GO:0006687	glycosphingolipid metabolic process	126	0.04875528	1	1	20.069	0.04982809	1	0.006228511	0.125	120	0.04876006	1	1	20.04556	0.04988637	1	60	0.06666667	0.01666667	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0050789	regulation of biological process	127	0.05267324	1	1	1.444778	5.537181	8	0.6921477	1	248	0.1842702	1	1	1.289241	7.756499	10	9329	0.6666667	0.001071926	chr11:60549025-62549025,chr14:93844947-95844947,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,GAREM,KNG1,MYRF,PLAUR,SERPINA1,SERPINA6,TNFSF10
GO Biological Process	GO:0042157	lipoprotein metabolic process	128	0.05358241	1	1	18.22082	0.05488226	1	0.006860282	0.125	165	0.07925423	1	1	12.14882	0.08231251	1	99	0.06666667	0.01010101	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0042221	response to chemical stimulus	129	0.05450237	1	1	2.1154	2.363619	5	0.2954524	0.625	200	0.123387	1	1	1.820668	2.746245	5	3303	0.3333333	0.001513775	chr14:93844947-95844947,chr18:28804863-30804863,chr19:43153100-45153100,chr3:171274232-173274232,chr3:185449122-187449122	EIF4A2,GAREM,NCEH1,PLAUR,SERPINA1
GO Biological Process	GO:0010821	regulation of mitochondrion organization	130	0.05788916	1	1	16.832	0.05941064	1	0.007426331	0.125	140	0.06607584	1	1	14.66748	0.06817804	1	82	0.06666667	0.01219512	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0016525	negative regulation of angiogenesis	131	0.05840408	1	1	16.67965	0.05995328	1	0.00749416	0.125	119	0.0479659	1	1	20.38531	0.04905493	1	59	0.06666667	0.01694915	chr17:63224775-65224775	APOH
GO Biological Process	GO:0006641	triglyceride metabolic process	132	0.05852802	1	1	16.64339	0.06008393	1	0.007510491	0.125	148	0.06919238	1	1	13.98527	0.0715038	1	86	0.06666667	0.01162791	chr17:63224775-65224775	APOH
GO Biological Process	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	133	0.05872157	1	1	16.58705	0.06028799	1	0.007535998	0.125	142	0.06763532	1	1	14.31825	0.06984092	1	84	0.06666667	0.01190476	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0006661	phosphatidylinositol biosynthetic process	134	0.05985382	1	1	16.26481	0.06148244	1	0.007685305	0.125	151	0.07229921	1	1	13.3637	0.07482955	1	90	0.06666667	0.01111111	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0042981	regulation of apoptotic process	135	0.06081155	1	1	3.124544	0.9601402	3	0.1200175	0.375	141	0.06740607	1	1	3.113201	0.9636384	3	1159	0.2	0.002588438	chr17:63224775-65224775,chr3:171274232-173274232,chr3:185449122-187449122	APOH,KNG1,TNFSF10
GO Biological Process	GO:0006413	translational initiation	136	0.06154136	1	1	15.80652	0.06326501	1	0.007908127	0.125	194	0.115533	1	1	8.181859	0.1222216	1	147	0.06666667	0.006802721	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0006639	acylglycerol metabolic process	137	0.06159377	1	1	15.79269	0.06332042	1	0.007915053	0.125	152	0.0730744	1	1	13.21685	0.07566099	1	91	0.06666667	0.01098901	chr17:63224775-65224775	APOH
GO Biological Process	GO:0043067	regulation of programmed cell death	138	0.06254236	1	1	3.089903	0.9709043	3	0.121363	0.375	146	0.06910516	1	1	3.081298	0.9736157	3	1171	0.2	0.002561913	chr17:63224775-65224775,chr3:171274232-173274232,chr3:185449122-187449122	APOH,KNG1,TNFSF10
GO Biological Process	GO:0097202	activation of cysteine-type endopeptidase activity	139	0.06295901	1	1	15.44052	0.06476468	1	0.008095585	0.125	150	0.07152341	1	1	13.51386	0.07399812	1	89	0.06666667	0.01123596	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0006638	neutral lipid metabolic process	140	0.06360368	1	1	15.27947	0.06544729	1	0.008180912	0.125	156	0.07384899	1	1	13.07319	0.07649243	1	92	0.06666667	0.01086957	chr17:63224775-65224775	APOH
GO Biological Process	GO:0046903	secretion	141	0.06369896	1	1	4.710556	0.4245783	2	0.05307229	0.25	137	0.0629936	1	1	4.830254	0.4140569	2	498	0.1333333	0.004016064	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1
GO Biological Process	GO:0006959	humoral immune response	142	0.06426673	1	1	15.1172	0.0661498	1	0.008268726	0.125	152	0.0730744	1	1	13.21685	0.07566099	1	91	0.06666667	0.01098901	chr1:195710916-197710916	CFH
GO Biological Process	GO:0051781	positive regulation of cell division	143	0.06436192	1	1	15.09418	0.0662507	1	0.008281338	0.125	127	0.0519305	1	1	18.79271	0.05321213	1	64	0.06666667	0.015625	chr18:28804863-30804863	GAREM
GO Biological Process	GO:0048709	oligodendrocyte differentiation	144	0.06504162	1	1	14.93175	0.06697137	1	0.008371421	0.125	112	0.0407906	1	1	24.05467	0.04157197	1	50	0.06666667	0.02	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0050896	response to stimulus	145	0.06553143	1	1	1.58136	4.42657	7	0.5533212	0.875	90	0.02397415	1	1	1.746382	5.726124	10	6887	0.6666667	0.001452011	chr14:93844947-95844947,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,GAREM,KNG1,MEP1B,NCEH1,PLAUR,SERPINA1,TNFSF10
GO Biological Process	GO:0065007	biological regulation	146	0.06845562	1	1	1.398215	5.721582	8	0.7151977	1	278	0.2509279	1	1	1.220677	8.192173	10	9853	0.6666667	0.001014919	chr11:60549025-62549025,chr14:93844947-95844947,chr17:63224775-65224775,chr18:28804863-30804863,chr19:43153100-45153100,chr1:195710916-197710916,chr3:171274232-173274232,chr3:185449122-187449122	APOH,CFH,EIF4A2,GAREM,KNG1,MYRF,PLAUR,SERPINA1,SERPINA6,TNFSF10
GO Biological Process	GO:0010941	regulation of cell death	147	0.06895585	1	1	2.971768	1.0095	3	0.1261875	0.375	158	0.07476793	1	1	2.981983	1.006042	3	1210	0.2	0.002479339	chr17:63224775-65224775,chr3:171274232-173274232,chr3:185449122-187449122	APOH,KNG1,TNFSF10
GO Biological Process	GO:0042552	myelination	148	0.07024961	1	1	13.79148	0.07250853	1	0.009063566	0.125	134	0.06138276	1	1	15.82544	0.0631894	1	76	0.06666667	0.01315789	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0008366	axon ensheathment	149	0.07149377	1	1	13.54365	0.07383535	1	0.009229419	0.125	138	0.06451392	1	1	15.03417	0.06651516	1	80	0.06666667	0.0125	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0065009	regulation of molecular function	150	0.07182082	1	1	2.318093	1.725556	4	0.2156945	0.5	87	0.02366713	1	1	2.856849	1.75018	5	2105	0.3333333	0.002375297	chr14:93844947-95844947,chr17:63224775-65224775,chr3:171274232-173274232,chr3:185449122-187449122	APOH,KNG1,SERPINA1,SERPINA6,TNFSF10
GO Biological Process	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	151	0.07188943	1	1	13.46663	0.07425762	1	0.009282203	0.125	171	0.08616056	1	1	11.13642	0.08979547	1	108	0.06666667	0.009259259	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0006939	smooth muscle contraction	152	0.07291678	1	1	13.27055	0.0753548	1	0.009419351	0.125	112	0.0407906	1	1	24.05467	0.04157197	1	50	0.06666667	0.02	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0003014	renal system process	153	0.07293408	1	1	13.2673	0.07537329	1	0.009421661	0.125	130	0.05745506	1	1	16.93991	0.0590322	1	71	0.06666667	0.01408451	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0050880	regulation of blood vessel size	154	0.0734099	1	1	13.17839	0.07588182	1	0.009485227	0.125	129	0.05666768	1	1	17.1819	0.05820076	1	70	0.06666667	0.01428571	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0035150	regulation of tube size	155	0.07365669	1	1	13.13272	0.07614567	1	0.009518209	0.125	130	0.05745506	1	1	16.93991	0.0590322	1	71	0.06666667	0.01408451	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0046467	membrane lipid biosynthetic process	156	0.07371485	1	1	13.12201	0.07620786	1	0.009525982	0.125	159	0.07539636	1	1	12.79504	0.07815531	1	94	0.06666667	0.0106383	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0000956	nuclear-transcribed mRNA catabolic process	157	0.07484718	1	1	12.91668	0.0774193	1	0.009677412	0.125	205	0.135349	1	1	6.912261	0.1446705	1	174	0.06666667	0.005747126	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0043086	negative regulation of catalytic activity	158	0.07548481	1	1	4.280792	0.4672033	2	0.05840041	0.25	64	0.01451586	1	1	5.664364	0.529627	3	637	0.2	0.004709576	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1,SERPINA6
GO Biological Process	GO:0021782	glial cell development	159	0.07617377	1	1	12.68388	0.07884023	1	0.009855028	0.125	130	0.05745506	1	1	16.93991	0.0590322	1	71	0.06666667	0.01408451	chr11:60549025-62549025	MYRF
GO Biological Process	GO:2001056	positive regulation of cysteine-type endopeptidase activity	160	0.07641008	1	1	12.64326	0.07909354	1	0.009886692	0.125	173	0.09149869	1	1	10.45855	0.09561554	1	115	0.06666667	0.008695652	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0007586	digestion	161	0.07677894	1	1	12.58035	0.07948903	1	0.009936129	0.125	170	0.08463001	1	1	11.34654	0.08813259	1	106	0.06666667	0.009433962	chr18:28804863-30804863	MEP1B
GO Biological Process	GO:0001775	cell activation	162	0.07719452	1	1	4.226719	0.4731802	2	0.05914753	0.25	164	0.07880464	1	1	4.249941	0.4705948	2	566	0.1333333	0.003533569	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1
GO Biological Process	GO:0031646	positive regulation of neurological system process	163	0.07767866	1	1	12.42942	0.08045431	1	0.01005679	0.125	124	0.05113881	1	1	19.09101	0.05238069	1	63	0.06666667	0.01587302	chr11:60549025-62549025	MYRF
GO Biological Process	GO:2001236	regulation of extrinsic apoptotic signaling pathway	164	0.07794337	1	1	12.38567	0.08073845	1	0.01009231	0.125	161	0.07616914	1	1	12.66035	0.07898675	1	95	0.06666667	0.01052632	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0007009	plasma membrane organization	165	0.07797656	1	1	12.38021	0.08077409	1	0.01009676	0.125	171	0.08616056	1	1	11.13642	0.08979547	1	108	0.06666667	0.009259259	chr11:60549025-62549025	MYRF
GO Biological Process	GO:1901575	organic substance catabolic process	166	0.07908323	1	1	2.811933	1.066882	3	0.1333602	0.375	234	0.1690059	1	1	2.082054	1.440885	3	1733	0.2	0.001731102	chr14:93844947-95844947,chr3:171274232-173274232,chr3:185449122-187449122	EIF4A2,NCEH1,SERPINA6
GO Biological Process	GO:0044242	cellular lipid catabolic process	167	0.07913534	1	1	12.19232	0.08201886	1	0.01025236	0.125	180	0.09907412	1	1	9.621867	0.1039299	1	125	0.06666667	0.008	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0032355	response to estradiol stimulus	168	0.07989406	1	1	12.07225	0.08283463	1	0.01035433	0.125	136	0.06216647	1	1	15.61991	0.06402084	1	77	0.06666667	0.01298701	chr14:93844947-95844947	SERPINA1
GO Biological Process	GO:0016485	protein processing	169	0.08056574	1	1	11.96784	0.0835573	1	0.01044466	0.125	173	0.09149869	1	1	10.45855	0.09561554	1	115	0.06666667	0.008695652	chr17:63224775-65224775	APOH
GO Biological Process	GO:0046488	phosphatidylinositol metabolic process	170	0.08069705	1	1	11.94763	0.08369864	1	0.01046233	0.125	182	0.1020877	1	1	9.323514	0.1072557	1	129	0.06666667	0.007751938	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0010950	positive regulation of endopeptidase activity	171	0.08071729	1	1	11.94452	0.08372042	1	0.01046505	0.125	179	0.0968077	1	1	9.85847	0.1014356	1	122	0.06666667	0.008196721	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0010740	positive regulation of intracellular protein kinase cascade	172	0.08173792	1	1	4.09131	0.488841	2	0.06110513	0.25	144	0.0679738	1	1	4.625897	0.4323485	2	520	0.1333333	0.003846154	chr18:28804863-30804863,chr3:171274232-173274232	GAREM,TNFSF10
GO Biological Process	GO:0006805	xenobiotic metabolic process	173	0.08256064	1	1	11.66774	0.08570639	1	0.0107133	0.125	197	0.1214482	1	1	7.75957	0.1288731	1	155	0.06666667	0.006451613	chr3:171274232-173274232	NCEH1
GO Biological Process	GO:0060193	positive regulation of lipase activity	174	0.08258476	1	1	11.6642	0.0857324	1	0.01071655	0.125	148	0.06919238	1	1	13.98527	0.0715038	1	86	0.06666667	0.01162791	chr17:63224775-65224775	APOH
GO Biological Process	GO:0071466	cellular response to xenobiotic stimulus	175	0.08282014	1	1	11.62977	0.08598624	1	0.01074828	0.125	199	0.122185	1	1	7.709829	0.1297046	1	156	0.06666667	0.006410256	chr3:171274232-173274232	NCEH1
GO Biological Process	GO:0006402	mRNA catabolic process	176	0.08298308	1	1	11.60604	0.086162	1	0.01077025	0.125	209	0.1433028	1	1	6.501261	0.1538163	1	185	0.06666667	0.005405405	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0048584	positive regulation of response to stimulus	177	0.08414874	1	1	2.741738	1.094197	3	0.1367746	0.375	169	0.0829572	1	1	2.854589	1.05094	3	1264	0.2	0.002373418	chr18:28804863-30804863,chr1:195710916-197710916,chr3:171274232-173274232	CFH,GAREM,TNFSF10
GO Biological Process	GO:0010952	positive regulation of peptidase activity	178	0.08732922	1	1	11.00593	0.09086014	1	0.01135752	0.125	183	0.103591	1	1	9.18117	0.1089186	1	131	0.06666667	0.007633588	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0051302	regulation of cell division	179	0.08773171	1	1	10.95336	0.09129622	1	0.01141203	0.125	159	0.07539636	1	1	12.79504	0.07815531	1	94	0.06666667	0.0106383	chr18:28804863-30804863	GAREM
GO Biological Process	GO:0051604	protein maturation	180	0.08789327	1	1	10.93239	0.09147131	1	0.01143391	0.125	181	0.1013352	1	1	9.396354	0.1064243	1	128	0.06666667	0.0078125	chr17:63224775-65224775	APOH
GO Biological Process	GO:0001936	regulation of endothelial cell proliferation	181	0.08819746	1	1	10.89312	0.09180105	1	0.01147513	0.125	133	0.06059844	1	1	16.03644	0.06235796	1	75	0.06666667	0.01333333	chr17:63224775-65224775	APOH
GO Biological Process	GO:0009410	response to xenobiotic stimulus	182	0.08962858	1	1	10.71195	0.09335365	1	0.01166921	0.125	201	0.1251264	1	1	7.517083	0.1330303	1	160	0.06666667	0.00625	chr3:171274232-173274232	NCEH1
GO Biological Process	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB cascade	183	0.09094884	1	1	10.54987	0.09478788	1	0.01184849	0.125	193	0.114791	1	1	8.2379	0.1213902	1	146	0.06666667	0.006849315	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0006665	sphingolipid metabolic process	184	0.09131739	1	1	10.50546	0.09518857	1	0.01189857	0.125	176	0.09605105	1	1	9.939945	0.1006042	1	121	0.06666667	0.008264463	chr14:93844947-95844947	SERPINA6
GO Biological Process	GO:0051239	regulation of multicellular organismal process	185	0.09694532	1	1	2.107306	1.898158	4	0.2372698	0.5	155	0.07384794	1	1	2.427312	1.647913	4	1982	0.2666667	0.002018163	chr11:60549025-62549025,chr17:63224775-65224775,chr19:43153100-45153100,chr3:185449122-187449122	APOH,KNG1,MYRF,PLAUR
GO Biological Process	GO:0019228	regulation of action potential in neuron	186	0.09723964	1	1	9.837982	0.1016469	1	0.01270586	0.125	163	0.07771289	1	1	12.39931	0.08064963	1	97	0.06666667	0.01030928	chr11:60549025-62549025	MYRF
GO Biological Process	GO:0003018	vascular process in circulatory system	187	0.09883571	1	1	9.671765	0.1033937	1	0.01292422	0.125	157	0.07462298	1	1	12.93262	0.07732387	1	93	0.06666667	0.01075269	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0044057	regulation of system process	188	0.09899382	1	1	3.664384	0.5457943	2	0.06822429	0.25	135	0.06188065	1	1	4.879243	0.4098997	2	493	0.1333333	0.004056795	chr11:60549025-62549025,chr3:185449122-187449122	KNG1,MYRF
GO Biological Process	GO:0006401	RNA catabolic process	189	0.09945634	1	1	9.608571	0.1040737	1	0.01300922	0.125	225	0.162537	1	1	5.67327	0.1762652	1	212	0.06666667	0.004716981	chr3:185449122-187449122	EIF4A2
GO Biological Process	GO:0010951	negative regulation of endopeptidase activity	190	0.09952403	1	1	9.601727	0.1041479	1	0.01301849	0.125	38	0.006039767	1	1	16.93991	0.1180644	2	142	0.1333333	0.01408451	chr14:93844947-95844947	SERPINA1,SERPINA6
GO Biological Process	GO:0007162	negative regulation of cell adhesion	191	0.1014232	1	1	9.413409	0.1062314	1	0.01327893	0.125	161	0.07616914	1	1	12.66035	0.07898675	1	95	0.06666667	0.01052632	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0051345	positive regulation of hydrolase activity	192	0.102096	1	1	3.599256	0.5556704	2	0.0694588	0.25	178	0.09678912	1	1	3.770324	0.5304584	2	638	0.1333333	0.003134796	chr17:63224775-65224775,chr3:171274232-173274232	APOH,TNFSF10
GO Biological Process	GO:0009056	catabolic process	193	0.104969	1	1	2.502426	1.198836	3	0.1498546	0.375	264	0.2137286	1	1	1.859897	1.612993	3	1940	0.2	0.001546392	chr14:93844947-95844947,chr3:171274232-173274232,chr3:185449122-187449122	EIF4A2,NCEH1,SERPINA6
GO Biological Process	GO:0060191	regulation of lipase activity	194	0.1067589	1	1	8.920143	0.1121058	1	0.01401323	0.125	173	0.09149869	1	1	10.45855	0.09561554	1	115	0.06666667	0.008695652	chr17:63224775-65224775	APOH
GO Biological Process	GO:0010594	regulation of endothelial cell migration	195	0.1084496	1	1	8.773961	0.1139736	1	0.0142467	0.125	138	0.06451392	1	1	15.03417	0.06651516	1	80	0.06666667	0.0125	chr17:63224775-65224775	APOH
GO Biological Process	GO:0070374	positive regulation of ERK1 and ERK2 cascade	196	0.1154483	1	1	8.214326	0.1217385	1	0.01521732	0.125	167	0.08079316	1	1	11.90825	0.08397539	1	101	0.06666667	0.00990099	chr18:28804863-30804863	GAREM
GO Biological Process	GO:0006508	proteolysis	197	0.1155254	1	1	3.347973	0.5973763	2	0.07467204	0.25	229	0.1658275	1	1	2.718041	0.735824	2	885	0.1333333	0.002259887	chr11:60549025-62549025,chr18:28804863-30804863	MEP1B,MYRF
GO Biological Process	GO:0044710	single-organism metabolic process	198	0.1163164	1	1	1.985734	2.014368	4	0.2517961	0.5	273	0.241746	1	1	1.571687	2.545036	4	3061	0.2666667	0.001306762	chr14:93844947-95844947,chr17:63224775-65224775,chr19:43153100-45153100,chr3:171274232-173274232	APOH,NCEH1,PLAUR,SERPINA6
GO Biological Process	GO:0046474	glycerophospholipid biosynthetic process	199	0.1208345	1	1	7.827723	0.1277511	1	0.01596888	0.125	209	0.1433028	1	1	6.501261	0.1538163	1	185	0.06666667	0.005405405	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0044092	negative regulation of molecular function	200	0.1242273	1	1	3.207152	0.6236062	2	0.07795078	0.25	96	0.02626184	1	1	4.527227	0.6626573	3	797	0.2	0.003764115	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1,SERPINA6
GO Biological Process	GO:0050680	negative regulation of epithelial cell proliferation	201	0.1249504	1	1	7.554728	0.1323674	1	0.01654593	0.125	152	0.0730744	1	1	13.21685	0.07566099	1	91	0.06666667	0.01098901	chr17:63224775-65224775	APOH
GO Biological Process	GO:0006869	lipid transport	202	0.1250012	1	1	7.55147	0.1324246	1	0.01655307	0.125	206	0.1389729	1	1	6.719181	0.1488277	1	179	0.06666667	0.005586592	chr17:63224775-65224775	APOH
GO Biological Process	GO:0043627	response to estrogen stimulus	203	0.1261031	1	1	7.481464	0.1336637	1	0.01670796	0.125	185	0.1065906	1	1	8.909136	0.1122443	1	135	0.06666667	0.007407407	chr14:93844947-95844947	SERPINA1
GO Biological Process	GO:2000021	regulation of ion homeostasis	204	0.1280817	1	1	7.358776	0.1358922	1	0.01698652	0.125	187	0.1088341	1	1	8.715459	0.1147387	1	138	0.06666667	0.007246377	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0043122	regulation of I-kappaB kinase/NF-kappaB cascade	205	0.1293369	1	1	7.282888	0.1373082	1	0.01716352	0.125	217	0.1554607	1	1	5.954125	0.1679508	1	202	0.06666667	0.004950495	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0008654	phospholipid biosynthetic process	206	0.1300012	1	1	7.243317	0.1380583	1	0.01725729	0.125	220	0.1597132	1	1	5.782372	0.1729394	1	208	0.06666667	0.004807692	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0007204	elevation of cytosolic calcium ion concentration	207	0.1313284	1	1	7.165455	0.1395585	1	0.01744481	0.125	187	0.1088341	1	1	8.715459	0.1147387	1	138	0.06666667	0.007246377	chr3:185449122-187449122	KNG1
GO Biological Process	GO:0010876	lipid localization	208	0.1327266	1	1	7.085106	0.1411411	1	0.01764264	0.125	215	0.1511882	1	1	6.136395	0.1629621	1	196	0.06666667	0.005102041	chr17:63224775-65224775	APOH
GO Biological Process	GO:0045017	glycerolipid biosynthetic process	209	0.1351584	1	1	6.949321	0.143899	1	0.01798737	0.125	223	0.1611262	1	1	5.727302	0.1746023	1	210	0.06666667	0.004761905	chr19:43153100-45153100	PLAUR
GO Biological Process	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	210	0.135896	1	1	6.909092	0.1447368	1	0.0180921	0.125	207	0.1396959	1	1	6.681852	0.1496591	1	180	0.06666667	0.005555556	chr3:171274232-173274232	TNFSF10
GO Biological Process	GO:0016192	vesicle-mediated transport	211	0.1390371	1	1	2.998249	0.667056	2	0.083382	0.25	230	0.167314	1	1	2.702772	0.7399812	2	890	0.1333333	0.002247191	chr14:93844947-95844947,chr3:185449122-187449122	KNG1,SERPINA1
GO Biological Process	GO:0010632	regulation of epithelial cell migration	212	0.1396919	1	1	6.708773	0.1490586	1	0.01863232	0.125	168	0.0823297	1	1	11.67702	0.08563827	1	103	0.06666667	0.009708738	chr17:63224775-65224775	APOH
GO Biological Process	GO:0051480	cytosolic calcium ion homeostasis	213	0.1400541	1	1	6.690226	0.1494718	1	0.01868397	0.125	195	0.1199729	1	1	7.861002	0.1272102	1	153	0.06666667	0.006535948	chr3:185449122-187449122	KNG1
GO Biological Process	GO:2001233	regulation of apoptotic signaling pathway	214	0.1405758	1	1	6.663678	0.1500673	1	0.01875841	0.125	217	0.1554607	1	1	5.954125	0.1679508	1	202	0.06666667	0.004950495	chr3:171274232-173274232	TNFSF10
