Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0044065	regulation of respiratory system process	104	0.01745444	1	1	56.862	0.01758644	1	0.002512348	0.1428571	84	0.01059388	1	1	93.96354	0.01064243	1	16	0.08333333	0.0625	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0019637	organophosphate metabolic process	105	0.01767312	1	1	4.921735	0.6095411	3	0.0870773	0.4285714	118	0.0283356	1	1	4.340953	0.6910925	3	1039	0.25	0.002887392	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0009617	response to bacterium	106	0.01891386	1	1	9.02875	0.2215146	2	0.03164494	0.2857143	112	0.02332222	1	1	8.283287	0.24145	2	363	0.1666667	0.005509642	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0006968	cellular defense response	107	0.01996154	1	1	49.66611	0.02013445	1	0.00287635	0.1428571	127	0.03791526	1	1	25.92098	0.03857879	1	58	0.08333333	0.01724138	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0021516	dorsal spinal cord development	108	0.02125227	1	1	46.62347	0.02144842	1	0.003064061	0.1428571	94	0.01453999	1	1	68.33712	0.01463334	1	22	0.08333333	0.04545455	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0043576	regulation of respiratory gaseous exchange	109	0.02198838	1	1	45.04818	0.02219846	1	0.003171208	0.1428571	94	0.01453999	1	1	68.33712	0.01463334	1	22	0.08333333	0.04545455	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0097035	regulation of membrane lipid distribution	110	0.0221198	1	1	44.77798	0.02233241	1	0.003190344	0.1428571	91	0.01388331	1	1	71.59127	0.01396818	1	21	0.08333333	0.04761905	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0006897	endocytosis	111	0.02315783	1	1	8.110499	0.246594	2	0.03522771	0.2857143	111	0.02320228	1	1	8.306169	0.2407849	2	362	0.1666667	0.005524862	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0006820	anion transport	112	0.0232285	1	1	8.097371	0.2469938	2	0.03528482	0.2857143	117	0.02716933	1	1	7.631557	0.2620697	2	394	0.1666667	0.005076142	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0071396	cellular response to lipid	113	0.02450904	1	1	7.869429	0.2541481	2	0.03630687	0.2857143	90	0.0128738	1	1	11.34654	0.1762652	2	265	0.1666667	0.00754717	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0010883	regulation of lipid storage	114	0.02543262	1	1	38.88891	0.02571427	1	0.003673468	0.1428571	113	0.02434223	1	1	40.63288	0.02461061	1	37	0.08333333	0.02702703	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0034405	response to fluid shear stress	115	0.02562431	1	1	38.59476	0.02591026	1	0.003701465	0.1428571	99	0.01519627	1	1	65.36594	0.01529849	1	23	0.08333333	0.04347826	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0006796	phosphate-containing compound metabolic process	116	0.02599164	1	1	3.070284	1.302811	4	0.1861159	0.5714286	126	0.03722233	1	1	2.974118	1.344937	4	2022	0.3333333	0.001978239	chr16:55993161-57993161,chr16:66940350-68940350,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1,PSKH1
GO Biological Process	GO:0032879	regulation of localization	117	0.02649332	1	1	3.053476	1.309982	4	0.1871404	0.5714286	105	0.01774228	1	1	3.716728	1.076215	4	1618	0.3333333	0.002472188	chr16:55993161-57993161,chr19:53793830-55793830,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,LILRB2,PON1
GO Biological Process	GO:0032755	positive regulation of interleukin-6 production	118	0.02796824	1	1	35.32396	0.0283094	1	0.0040442	0.1428571	113	0.02434223	1	1	40.63288	0.02461061	1	37	0.08333333	0.02702703	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0006793	phosphorus metabolic process	119	0.02820194	1	1	2.999059	1.333752	4	0.1905359	0.5714286	134	0.03990466	1	1	2.910778	1.374203	4	2066	0.3333333	0.001936108	chr16:55993161-57993161,chr16:66940350-68940350,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1,PSKH1
GO Biological Process	GO:0006497	protein lipidation	120	0.02853253	1	1	34.61678	0.02888773	1	0.004126818	0.1428571	127	0.03791526	1	1	25.92098	0.03857879	1	58	0.08333333	0.01724138	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0046434	organophosphate catabolic process	121	0.02906454	1	1	7.184359	0.2783825	2	0.03976893	0.2857143	132	0.03953105	1	1	6.225328	0.3212682	2	483	0.1666667	0.004140787	chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,PON1
GO Biological Process	GO:0042158	lipoprotein biosynthetic process	122	0.0307837	1	1	32.0536	0.03119774	1	0.00445682	0.1428571	136	0.04112131	1	1	23.86376	0.04190455	1	63	0.08333333	0.01587302	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0042130	negative regulation of T cell proliferation	123	0.0314756	1	1	31.33946	0.03190865	1	0.004558379	0.1428571	115	0.02629192	1	1	37.58542	0.02660606	1	40	0.08333333	0.025	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0044281	small molecule metabolic process	124	0.03344639	1	1	2.854597	1.401249	4	0.2001784	0.5714286	172	0.06630409	1	1	2.477819	1.614323	4	2427	0.3333333	0.001648125	chr16:55993161-57993161,chr20:43551855-45551855,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PLTP,PON1
GO Biological Process	GO:0007033	vacuole organization	125	0.03578526	1	1	27.51292	0.03634656	1	0.005192366	0.1428571	130	0.03919886	1	1	25.05694	0.0399091	1	60	0.08333333	0.01666667	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0050801	ion homeostasis	126	0.03861105	1	1	6.164319	0.3244479	2	0.04634969	0.2857143	125	0.0363014	1	1	6.522415	0.3066349	2	461	0.1666667	0.004338395	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0051707	response to other organism	127	0.03983652	1	1	6.060629	0.3299988	2	0.04714268	0.2857143	158	0.05828036	1	1	5.019755	0.3984258	2	599	0.1666667	0.003338898	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0009306	protein secretion	128	0.04077243	1	1	24.09441	0.04150341	1	0.005929059	0.1428571	130	0.03919886	1	1	25.05694	0.0399091	1	60	0.08333333	0.01666667	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0002790	peptide secretion	129	0.04117317	1	1	23.85566	0.04191877	1	0.005988396	0.1428571	121	0.03405502	1	1	28.91186	0.03458788	1	52	0.08333333	0.01923077	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0009607	response to biotic stimulus	130	0.04290166	1	1	5.820964	0.3435857	2	0.04908367	0.2857143	166	0.06267176	1	1	4.818643	0.4150546	2	624	0.1666667	0.003205128	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0050672	negative regulation of lymphocyte proliferation	131	0.04304087	1	1	22.80157	0.04385663	1	0.006265233	0.1428571	120	0.03341027	1	1	29.47876	0.03392273	1	51	0.08333333	0.01960784	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0007585	respiratory gaseous exchange	132	0.04403437	1	1	22.27729	0.04488877	1	0.006412682	0.1428571	119	0.02888595	1	1	34.16856	0.02926667	1	44	0.08333333	0.02272727	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0032411	positive regulation of transporter activity	133	0.04496843	1	1	21.80549	0.04586	1	0.006551429	0.1428571	116	0.02694103	1	1	36.6687	0.02727122	1	41	0.08333333	0.02439024	chr7:93953895-95953895	PON1
GO Biological Process	GO:0070664	negative regulation of leukocyte proliferation	134	0.04564055	1	1	21.47796	0.04655936	1	0.006651337	0.1428571	123	0.03534334	1	1	27.84105	0.03591819	1	54	0.08333333	0.01851852	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0010923	negative regulation of phosphatase activity	135	0.04618698	1	1	21.21869	0.04712826	1	0.006732608	0.1428571	138	0.04176135	1	1	23.49089	0.0425697	1	64	0.08333333	0.015625	chr20:43551855-45551855	PCIF1
GO Biological Process	GO:0032675	regulation of interleukin-6 production	136	0.04671449	1	1	20.97416	0.04767772	1	0.006811102	0.1428571	148	0.05004624	1	1	19.52489	0.05121667	1	77	0.08333333	0.01298701	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0050868	negative regulation of T cell activation	137	0.047016	1	1	20.83685	0.04799189	1	0.006855984	0.1428571	141	0.04495565	1	1	21.78865	0.04589546	1	69	0.08333333	0.01449275	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0045582	positive regulation of T cell differentiation	138	0.04717129	1	1	20.76682	0.04815374	1	0.006879105	0.1428571	127	0.03791526	1	1	25.92098	0.03857879	1	58	0.08333333	0.01724138	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0015833	peptide transport	139	0.04798843	1	1	20.40577	0.04900575	1	0.007000822	0.1428571	140	0.0436791	1	1	22.43905	0.04456516	1	67	0.08333333	0.01492537	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0030819	positive regulation of cAMP biosynthetic process	140	0.04852451	1	1	20.17551	0.04956504	1	0.00708072	0.1428571	136	0.04112131	1	1	23.86376	0.04190455	1	63	0.08333333	0.01587302	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0030816	positive regulation of cAMP metabolic process	141	0.0486968	1	1	20.10258	0.04974485	1	0.007106408	0.1428571	139	0.04240099	1	1	23.12949	0.04323485	1	65	0.08333333	0.01538462	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0006641	triglyceride metabolic process	142	0.0514036	1	1	19.02101	0.05257344	1	0.007510491	0.1428571	155	0.05574341	1	1	17.48159	0.05720304	1	86	0.08333333	0.01162791	chr16:55993161-57993161	CETP
GO Biological Process	GO:0042886	amide transport	143	0.05276777	1	1	18.51797	0.05400161	1	0.007714516	0.1428571	147	0.04941128	1	1	19.7818	0.05055152	1	76	0.08333333	0.01315789	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0006639	acylglycerol metabolic process	144	0.05410698	1	1	18.04879	0.05540537	1	0.007915053	0.1428571	159	0.05889496	1	1	16.52106	0.0605288	1	91	0.08333333	0.01098901	chr16:55993161-57993161	CETP
GO Biological Process	GO:0045621	positive regulation of lymphocyte differentiation	145	0.0549157	1	1	17.77655	0.0562539	1	0.008036271	0.1428571	141	0.04495565	1	1	21.78865	0.04589546	1	69	0.08333333	0.01449275	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0030804	positive regulation of cyclic nucleotide biosynthetic process	146	0.05529851	1	1	17.65045	0.05665576	1	0.00809368	0.1428571	144	0.04559334	1	1	21.47738	0.04656061	1	70	0.08333333	0.01428571	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0043271	negative regulation of ion transport	147	0.05547291	1	1	17.59359	0.0568389	1	0.008119842	0.1428571	133	0.03984007	1	1	24.64617	0.04057425	1	61	0.08333333	0.01639344	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0006638	neutral lipid metabolic process	148	0.05587992	1	1	17.46225	0.05726638	1	0.008180912	0.1428571	161	0.05952411	1	1	16.34149	0.06119395	1	92	0.08333333	0.01086957	chr16:55993161-57993161	CETP
GO Biological Process	GO:0042102	positive regulation of T cell proliferation	149	0.05589621	1	1	17.45703	0.0572835	1	0.008183357	0.1428571	141	0.04495565	1	1	21.78865	0.04589546	1	69	0.08333333	0.01449275	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0071300	cellular response to retinoic acid	150	0.05612661	1	1	17.38357	0.05752557	1	0.008217939	0.1428571	122	0.03469938	1	1	28.36635	0.03525303	1	53	0.08333333	0.01886792	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:1901564	organonitrogen compound metabolic process	151	0.0597101	1	1	3.106174	0.9658183	3	0.137974	0.4285714	188	0.07661478	1	1	2.92304	1.026329	3	1543	0.25	0.001944264	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0019439	aromatic compound catabolic process	152	0.06027889	1	1	4.827385	0.414303	2	0.05918614	0.2857143	195	0.09168466	1	1	3.874785	0.5161576	2	776	0.1666667	0.00257732	chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,PON1
GO Biological Process	GO:0030801	positive regulation of cyclic nucleotide metabolic process	153	0.06216786	1	1	15.65167	0.06389094	1	0.009127278	0.1428571	148	0.05004624	1	1	19.52489	0.05121667	1	77	0.08333333	0.01298701	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:1900373	positive regulation of purine nucleotide biosynthetic process	154	0.06258059	1	1	15.54555	0.0643271	1	0.009189585	0.1428571	145	0.04686755	1	1	20.88079	0.04789092	1	72	0.08333333	0.01388889	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0051099	positive regulation of binding	155	0.06362061	1	1	15.28424	0.06542688	1	0.009346697	0.1428571	152	0.05194879	1	1	18.79271	0.05321213	1	80	0.08333333	0.0125	chr7:93953895-95953895	PON1
GO Biological Process	GO:0051050	positive regulation of transport	156	0.06445733	1	1	4.650482	0.430063	2	0.06143757	0.2857143	146	0.04726991	1	1	5.641338	0.3545258	2	533	0.1666667	0.003752345	chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,PON1
GO Biological Process	GO:0001816	cytokine production	157	0.0661299	1	1	14.6876	0.06808466	1	0.00972638	0.1428571	167	0.06329093	1	1	15.34099	0.06518486	1	98	0.08333333	0.01020408	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0045580	regulation of T cell differentiation	158	0.06696788	1	1	14.4983	0.06897359	1	0.00985337	0.1428571	157	0.05826542	1	1	16.70463	0.05986364	1	90	0.08333333	0.01111111	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:1900544	positive regulation of purine nucleotide metabolic process	159	0.0673804	1	1	14.40685	0.06941144	1	0.009915921	0.1428571	148	0.05004624	1	1	19.52489	0.05121667	1	77	0.08333333	0.01298701	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0007586	digestion	160	0.06751364	1	1	14.37754	0.0695529	1	0.009936129	0.1428571	176	0.06829184	1	1	14.18318	0.07050607	1	106	0.08333333	0.009433962	chr16:66940350-68940350	CTRL
GO Biological Process	GO:0045981	positive regulation of nucleotide metabolic process	161	0.07003738	1	1	13.84359	0.07223559	1	0.01031937	0.1428571	152	0.05194879	1	1	18.79271	0.05321213	1	80	0.08333333	0.0125	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0051250	negative regulation of lymphocyte activation	162	0.0701188	1	1	13.82701	0.07232224	1	0.01033175	0.1428571	163	0.06203686	1	1	15.66059	0.06385455	1	96	0.08333333	0.01041667	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0006898	receptor-mediated endocytosis	163	0.07070832	1	1	13.70805	0.07294984	1	0.01042141	0.1428571	163	0.06203686	1	1	15.66059	0.06385455	1	96	0.08333333	0.01041667	chr16:55993161-57993161	CETP
GO Biological Process	GO:0016050	vesicle organization	164	0.07106781	1	1	13.63648	0.07333271	1	0.0104761	0.1428571	179	0.07016086	1	1	13.79281	0.07250152	1	109	0.08333333	0.009174312	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0044710	single-organism metabolic process	165	0.07222606	1	1	2.26941	1.762572	4	0.2517961	0.5714286	216	0.1315904	1	1	1.964609	2.036029	4	3061	0.3333333	0.001306762	chr16:55993161-57993161,chr20:43551855-45551855,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PLTP,PON1
GO Biological Process	GO:0045596	negative regulation of cell differentiation	166	0.07284666	1	1	4.342195	0.4605966	2	0.06579951	0.2857143	135	0.04013003	1	1	6.174196	0.3239288	2	487	0.1666667	0.004106776	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0006766	vitamin metabolic process	167	0.07381346	1	1	13.11284	0.07626116	1	0.01089445	0.1428571	186	0.07450856	1	1	12.96049	0.07715759	1	116	0.08333333	0.00862069	chr20:43551855-45551855	PLTP
GO Biological Process	GO:0048878	chemical homeostasis	168	0.07464395	1	1	4.282966	0.4669662	2	0.06670945	0.2857143	177	0.06901116	1	1	4.562721	0.4383349	2	659	0.1666667	0.003034901	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0045595	regulation of cell differentiation	169	0.0782737	1	1	2.790177	1.075201	3	0.1536001	0.4285714	124	0.03586159	1	1	3.963313	0.7569425	3	1138	0.25	0.002636204	chr16:55993161-57993161,chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,CETP,LILRB2
GO Biological Process	GO:0009636	response to toxic substance	170	0.07881634	1	1	12.25245	0.08161631	1	0.01165947	0.1428571	193	0.08437626	1	1	11.38952	0.08780001	1	132	0.08333333	0.007575758	chr7:93953895-95953895	PON1
GO Biological Process	GO:0008344	adult locomotory behavior	171	0.07936877	1	1	12.16409	0.08220917	1	0.01174417	0.1428571	151	0.05068081	1	1	19.27457	0.05188182	1	78	0.08333333	0.01282051	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0016197	endosomal transport	172	0.08006887	1	1	12.05386	0.08296095	1	0.01185156	0.1428571	197	0.09353955	1	1	10.22732	0.09777729	1	147	0.08333333	0.006802721	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0045619	regulation of lymphocyte differentiation	173	0.08043862	1	1	11.99642	0.08335818	1	0.01190831	0.1428571	184	0.0738886	1	1	13.07319	0.07649243	1	115	0.08333333	0.008695652	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:1901360	organic cyclic compound metabolic process	174	0.08052113	1	1	1.866137	2.679332	5	0.3827617	0.7142857	241	0.2035867	1	1	1.53818	3.250596	5	4887	0.4166667	0.001023123	chr16:55993161-57993161,chr20:43551855-45551855,chr7:93953895-95953895,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,CETP,PBX3,PLTP,PON1
GO Biological Process	GO:1901701	cellular response to oxygen-containing compound	175	0.08059709	1	1	4.101049	0.4876801	2	0.06966859	0.2857143	171	0.06626754	1	1	4.668996	0.4283576	2	644	0.1666667	0.00310559	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0002695	negative regulation of leukocyte activation	176	0.08245972	1	1	11.69154	0.08553195	1	0.01221885	0.1428571	181	0.07202645	1	1	13.42336	0.07449698	1	112	0.08333333	0.008928571	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0006200	ATP catabolic process	177	0.08247528	1	1	11.68925	0.0855487	1	0.01222124	0.1428571	198	0.09657525	1	1	9.890899	0.101103	1	152	0.08333333	0.006578947	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0032526	response to retinoic acid	178	0.0840152	1	1	11.46687	0.08720773	1	0.01245825	0.1428571	165	0.06266409	1	1	15.49914	0.06451971	1	97	0.08333333	0.01030928	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:1902107	positive regulation of leukocyte differentiation	179	0.0849381	1	1	11.33746	0.08820315	1	0.01260045	0.1428571	174	0.06704391	1	1	14.45593	0.06917577	1	104	0.08333333	0.009615385	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0033993	response to lipid	180	0.08532592	1	1	3.970235	0.5037485	2	0.07196408	0.2857143	156	0.05724395	1	1	5.070545	0.3944349	2	593	0.1666667	0.003372681	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Biological Process	GO:0030817	regulation of cAMP biosynthetic process	181	0.08544735	1	1	11.26725	0.08875279	1	0.01267897	0.1428571	162	0.06078126	1	1	15.99379	0.06252425	1	94	0.08333333	0.0106383	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0010921	regulation of phosphatase activity	182	0.08562467	1	1	11.243	0.08894424	1	0.01270632	0.1428571	167	0.06329093	1	1	15.34099	0.06518486	1	98	0.08333333	0.01020408	chr20:43551855-45551855	PCIF1
GO Biological Process	GO:0042129	regulation of T cell proliferation	183	0.08574023	1	1	11.22725	0.08906902	1	0.01272415	0.1428571	178	0.06953824	1	1	13.92052	0.07183637	1	108	0.08333333	0.009259259	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0009169	purine ribonucleoside monophosphate catabolic process	184	0.08574426	1	1	11.2267	0.08907337	1	0.01272477	0.1428571	201	0.09899709	1	1	9.637286	0.1037636	1	156	0.08333333	0.006410256	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0009128	purine nucleoside monophosphate catabolic process	185	0.08584789	1	1	11.21261	0.08918528	1	0.01274075	0.1428571	202	0.09960162	1	1	9.575902	0.1044288	1	157	0.08333333	0.006369427	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0009125	nucleoside monophosphate catabolic process	186	0.08639412	1	1	11.13892	0.08977534	1	0.01282505	0.1428571	204	0.1008096	1	1	9.455451	0.1057591	1	159	0.08333333	0.006289308	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0050866	negative regulation of cell activation	187	0.08708134	1	1	11.04751	0.09051815	1	0.01293116	0.1428571	190	0.07760264	1	1	12.42493	0.08048334	1	121	0.08333333	0.008264463	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0050671	positive regulation of lymphocyte proliferation	188	0.08742462	1	1	11.00239	0.09088937	1	0.0129842	0.1428571	169	0.06454346	1	1	15.03417	0.06651516	1	100	0.08333333	0.01	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0032946	positive regulation of mononuclear cell proliferation	189	0.087901	1	1	10.94035	0.09140472	1	0.01305782	0.1428571	170	0.06516915	1	1	14.88531	0.06718031	1	101	0.08333333	0.00990099	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0006909	phagocytosis	190	0.08809811	1	1	10.91488	0.09161803	1	0.01308829	0.1428571	194	0.08866298	1	1	10.81595	0.09245607	1	139	0.08333333	0.007194245	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0070665	positive regulation of leukocyte proliferation	191	0.09158446	1	1	10.48247	0.09539735	1	0.01362819	0.1428571	174	0.06704391	1	1	14.45593	0.06917577	1	104	0.08333333	0.009615385	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0030814	regulation of cAMP metabolic process	192	0.09322051	1	1	10.29069	0.09717517	1	0.01388217	0.1428571	173	0.06641937	1	1	14.59628	0.06851061	1	103	0.08333333	0.009708738	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0035303	regulation of dephosphorylation	193	0.09374708	1	1	10.23039	0.09774796	1	0.01396399	0.1428571	187	0.07636614	1	1	12.63375	0.07915304	1	119	0.08333333	0.008403361	chr20:43551855-45551855	PCIF1
GO Biological Process	GO:0030802	regulation of cyclic nucleotide biosynthetic process	194	0.09648535	1	1	9.927415	0.1007312	1	0.01439017	0.1428571	180	0.0707831	1	1	13.66742	0.07316668	1	110	0.08333333	0.009090909	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0006810	transport	195	0.09825379	1	1	2.062489	1.939405	4	0.2770578	0.5714286	229	0.1572654	1	1	1.842422	2.171055	4	3264	0.3333333	0.00122549	chr16:55993161-57993161,chr20:43551855-45551855,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,CETP,MVB12B,PLTP
GO Biological Process	GO:0046034	ATP metabolic process	196	0.09869647	1	1	9.695023	0.1031457	1	0.0147351	0.1428571	210	0.1199358	1	1	7.871291	0.127044	1	191	0.08333333	0.005235602	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0021510	spinal cord development	197	0.100329	1	1	9.530011	0.1049317	1	0.01499024	0.1428571	154	0.05448009	1	1	17.89782	0.05587273	1	84	0.08333333	0.01190476	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0051093	negative regulation of developmental process	198	0.1025912	1	1	3.571497	0.5599892	2	0.07999846	0.2857143	160	0.05932362	1	1	4.969972	0.4024167	2	605	0.1666667	0.003305785	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:1900371	regulation of purine nucleotide biosynthetic process	199	0.1031335	1	1	9.258718	0.1080063	1	0.01542947	0.1428571	181	0.07202645	1	1	13.42336	0.07449698	1	112	0.08333333	0.008928571	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0030808	regulation of nucleotide biosynthetic process	200	0.1036479	1	1	9.210542	0.1085712	1	0.01551018	0.1428571	183	0.07264755	1	1	13.30457	0.07516213	1	113	0.08333333	0.008849558	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0051234	establishment of localization	201	0.1048119	1	1	2.020767	1.979447	4	0.2827781	0.5714286	232	0.1639113	1	1	1.814625	2.204312	4	3314	0.3333333	0.001207001	chr16:55993161-57993161,chr20:43551855-45551855,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,CETP,MVB12B,PLTP
GO Biological Process	GO:0016192	vesicle-mediated transport	202	0.110172	1	1	3.42657	0.583674	2	0.083382	0.2857143	207	0.1156791	1	1	3.378464	0.5919849	2	890	0.1666667	0.002247191	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Biological Process	GO:0009167	purine ribonucleoside monophosphate metabolic process	203	0.110411	1	1	8.61895	0.1160234	1	0.01657477	0.1428571	218	0.1352005	1	1	6.928187	0.1443379	1	217	0.08333333	0.004608295	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0009126	purine nucleoside monophosphate metabolic process	204	0.1105122	1	1	8.610645	0.1161353	1	0.01659076	0.1428571	219	0.1357827	1	1	6.896407	0.145003	1	218	0.08333333	0.004587156	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0030799	regulation of cyclic nucleotide metabolic process	205	0.111687	1	1	8.515353	0.1174349	1	0.01677642	0.1428571	191	0.08068723	1	1	11.93188	0.0838091	1	126	0.08333333	0.007936508	chr9:106661742-108661742	ABCA1
GO Biological Process	GO:0032409	regulation of transporter activity	206	0.1118205	1	1	8.504655	0.1175827	1	0.01679752	0.1428571	184	0.0738886	1	1	13.07319	0.07649243	1	115	0.08333333	0.008695652	chr7:93953895-95953895	PON1
GO Biological Process	GO:0046395	carboxylic acid catabolic process	207	0.1126319	1	1	8.440156	0.1184812	1	0.01692589	0.1428571	214	0.1228903	1	1	7.670493	0.1303697	1	196	0.08333333	0.005102041	chr7:93953895-95953895	PON1
GO Biological Process	GO:0051924	regulation of calcium ion transport	208	0.1130355	1	1	8.408415	0.1189285	1	0.01698978	0.1428571	196	0.09293129	1	1	10.29737	0.09711213	1	146	0.08333333	0.006849315	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0050870	positive regulation of T cell activation	209	0.1178815	1	1	8.044286	0.1243118	1	0.01775884	0.1428571	206	0.1038229	1	1	9.167175	0.1090849	1	164	0.08333333	0.006097561	chr19:53793830-55793830	LILRB2
GO Biological Process	GO:0030534	adult behavior	210	0.122343	1	1	7.734518	0.1292905	1	0.01847008	0.1428571	189	0.07698458	1	1	12.52847	0.07981819	1	120	0.08333333	0.008333333	chr9:127807910-129807910	PBX3
GO Biological Process	GO:0009161	ribonucleoside monophosphate metabolic process	211	0.1248959	1	1	7.567208	0.1321491	1	0.01887845	0.1428571	222	0.1438962	1	1	6.480244	0.1543152	1	232	0.08333333	0.004310345	chr9:106661742-108661742	ABCA1
